order_id,user_id,order_date,time,order_hour_of_day,product_name,quantity,price,category,product_id
1164,408,2024-12-04,11:49:00,11,Juice,2,429.36,Beverages,511
1164,408,2024-12-04,11:49:00,11,Spinach,2,108.27,Fruits & Vegetables,619
1164,408,2024-12-04,11:49:00,11,Cake,1,371.33,Bakery,292
1165,80,2024-05-15,22:04:00,22,Eggs,1,455.96,Dairy & Eggs,682
1165,80,2024-05-15,22:04:00,22,Marker,1,219.31,Stationery,791
1165,80,2024-05-15,22:04:00,22,Pen,1,278.34,Stationery,149
1165,80,2024-05-15,22:04:00,22,Dress,1,240.37,Clothing,515
1165,80,2024-05-15,22:04:00,22,Chicken Breast,1,124.49,Meat & Seafood,596
1165,80,2024-05-15,22:04:00,22,Saree,2,355.41,Clothing,885
1165,80,2024-05-15,22:04:00,22,Baby Food,2,250.93,Baby Care,333
1166,282,2024-06-12,17:27:00,17,Shirt,1,345.86,Clothing,836
1166,282,2024-06-12,17:27:00,17,Orange,1,46.53,Fruits & Vegetables,673
1166,282,2024-06-12,17:27:00,17,Spinach,1,126.94,Fruits & Vegetables,577
1166,282,2024-06-12,17:27:00,17,Dishwashing Liquid,2,351.73,Household,136
1167,235,2024-10-27,21:55:00,21,Lentils,3,330.18,Grains & Staples,511
1167,235,2024-10-27,21:55:00,21,Marker,2,320.98,Stationery,138
1167,235,2024-10-27,21:55:00,21,Soda,2,425.42,Beverages,129
1167,235,2024-10-27,21:55:00,21,Belt,3,304.24,Clothing Accessories,324
1167,235,2024-10-27,21:55:00,21,Belt,3,221.87,Clothing Accessories,331
1168,172,2024-08-02,17:27:00,17,Floor Cleaner,3,361.44,Household,638
1168,172,2024-08-02,17:27:00,17,Pasta,1,79.69,Grains & Staples,734
1168,172,2024-08-02,17:27:00,17,Soap,3,92.35,Personal Care,942
1168,172,2024-08-02,17:27:00,17,Toilet Paper,3,16.17,Household,405
1168,172,2024-08-02,17:27:00,17,Biscuits,1,340.87,Snacks,567
1169,297,2024-10-02,10:44:00,10,Pasta,1,150.78,Grains & Staples,189
1169,297,2024-10-02,10:44:00,10,Notebook,3,357.43,Stationery,885
1169,297,2024-10-02,10:44:00,10,Detergent,1,387.87,Household,615
1169,297,2024-10-02,10:44:00,10,Educational Book,2,451.54,Books,992
1169,297,2024-10-02,10:44:00,10,Earphones,3,129.68,Electronics,757
1170,166,2024-11-26,11:12:00,11,Lentils,2,337.49,Grains & Staples,689
1170,166,2024-11-26,11:12:00,11,Detergent,1,299.5,Household,835
1170,166,2024-11-26,11:12:00,11,Diapers,1,153.66,Baby Care,817
1170,166,2024-11-26,11:12:00,11,Beef,1,235.11,Meat & Seafood,534
1170,166,2024-11-26,11:12:00,11,Sugar,3,81.24,Grains & Staples,117
1171,426,2024-01-15,12:49:00,12,Toothpaste,2,55.38,Personal Care,870
1171,426,2024-01-15,12:49:00,12,Floor Cleaner,3,496.77,Household,482
1171,426,2024-01-15,12:49:00,12,Saree,3,166.83,Clothing,983
1171,426,2024-01-15,12:49:00,12,Spinach,2,51.73,Fruits & Vegetables,185
1171,426,2024-01-15,12:49:00,12,Chips,1,374.74,Snacks,950
1172,266,2024-09-02,17:18:00,17,Rice,1,67.74,Grains & Staples,915
1172,266,2024-09-02,17:18:00,17,Beef,1,174.21,Meat & Seafood,116
1172,266,2024-09-02,17:18:00,17,Bread,3,330.45,Bakery,408
1172,266,2024-09-02,17:18:00,17,Jeans,3,88.83,Clothing,135
1173,39,2024-06-04,20:07:00,20,Chips,2,329.38,Snacks,988
1173,39,2024-06-04,20:07:00,20,Wheat Flour,3,498.84,Grains & Staples,822
1173,39,2024-06-04,20:07:00,20,Bread,1,134.03,Bakery,701
1174,188,2024-10-17,21:14:00,21,Butter,1,406.2,Dairy & Eggs,286
1174,188,2024-10-17,21:14:00,21,Milk,2,199.27,Dairy & Eggs,545
1174,188,2024-10-17,21:14:00,21,Diapers,3,423.82,Baby Care,505
1174,188,2024-10-17,21:14:00,21,Dress,2,289.25,Clothing,879
1174,188,2024-10-17,21:14:00,21,Biscuits,2,166.07,Snacks,798
1174,188,2024-10-17,21:14:00,21,Apple,3,91.83,Fruits & Vegetables,517
1175,457,2024-02-22,14:47:00,14,Fish,3,33.27,Meat & Seafood,188
1175,457,2024-02-22,14:47:00,14,Salt,1,138.6,Grains & Staples,577
1175,457,2024-02-22,14:47:00,14,Chips,1,211.81,Snacks,307
1175,457,2024-02-22,14:47:00,14,Yogurt,3,87.34,Dairy & Eggs,412
1175,457,2024-02-22,14:47:00,14,Pen,1,285.84,Stationery,714
1176,449,2024-07-21,17:27:00,17,Pen,1,267.65,Stationery,243
1176,449,2024-07-21,17:27:00,17,Chicken Breast,2,47.62,Meat & Seafood,126
1176,449,2024-07-21,17:27:00,17,Juice,1,124.04,Beverages,752
1176,449,2024-07-21,17:27:00,17,Phone Cover,3,182.29,Electronics,944
1177,461,2024-04-12,7:23:00,7,Cooking Oil,3,432.22,Grains & Staples,841
1177,461,2024-04-12,7:23:00,7,Cooking Oil,3,488.09,Grains & Staples,523
1177,461,2024-04-12,7:23:00,7,Face Wash,3,364.53,Personal Care,693
1178,358,2024-03-23,16:37:00,16,Floor Cleaner,1,345.09,Household,766
1178,358,2024-03-23,16:37:00,16,Tea,2,371.47,Beverages,672
1178,358,2024-03-23,16:37:00,16,Prawns,3,497.52,Meat & Seafood,781
1178,358,2024-03-23,16:37:00,16,Spinach,2,218.42,Fruits & Vegetables,326
1178,358,2024-03-23,16:37:00,16,Soda,2,164.44,Beverages,921
1179,406,2024-07-20,9:13:00,9,Sugar,3,311.35,Grains & Staples,992
1179,406,2024-07-20,9:13:00,9,Shampoo,2,31.39,Personal Care,512
1179,406,2024-07-20,9:13:00,9,Fiction Book,2,465.53,Books,382
1179,406,2024-07-20,9:13:00,9,Tissue,1,173.0,Household,112
1179,406,2024-07-20,9:13:00,9,Fiction Book,1,116.08,Books,915
1179,406,2024-07-20,9:13:00,9,Pain Reliever,3,423.76,Health & Wellness,841
1180,350,2024-11-02,10:10:00,10,Earphones,2,365.49,Electronics,110
1180,350,2024-11-02,10:10:00,10,Spinach,2,161.38,Fruits & Vegetables,540
1180,350,2024-11-02,10:10:00,10,Detergent,3,336.83,Household,578
1181,441,2024-10-09,13:57:00,13,Earphones,1,182.03,Electronics,455
1181,441,2024-10-09,13:57:00,13,Biscuits,3,25.63,Snacks,345
1181,441,2024-10-09,13:57:00,13,Banana,3,156.76,Fruits & Vegetables,987
1181,441,2024-10-09,13:57:00,13,Toilet Paper,2,181.8,Household,305
1182,216,2024-02-05,18:28:00,18,Onion,1,463.54,Fruits & Vegetables,729
1182,216,2024-02-05,18:28:00,18,Tea,2,409.63,Beverages,657
1182,216,2024-02-05,18:28:00,18,Notebook,2,23.97,Stationery,779
1182,216,2024-02-05,18:28:00,18,Toothpaste,3,242.5,Personal Care,273
1182,216,2024-02-05,18:28:00,18,Coffee,2,102.27,Beverages,578
1182,216,2024-02-05,18:28:00,18,Juice,2,470.37,Beverages,248
1182,216,2024-02-05,18:28:00,18,Banana,3,305.99,Fruits & Vegetables,723
1183,474,2024-10-14,9:05:00,9,Chicken Breast,3,276.22,Meat & Seafood,911
1183,474,2024-10-14,9:05:00,9,Saree,2,74.89,Clothing,885
1183,474,2024-10-14,9:05:00,9,Face Wash,1,166.51,Personal Care,846
1184,490,2024-06-22,16:57:00,16,Cheese,1,371.83,Dairy & Eggs,926
1184,490,2024-06-22,16:57:00,16,Educational Book,1,182.4,Books,649
1184,490,2024-06-22,16:57:00,16,Detergent,3,431.94,Household,517
1184,490,2024-06-22,16:57:00,16,Shoes,2,216.41,Footwear,331
1185,383,2024-02-28,6:49:00,6,Popcorn,2,496.98,Snacks,587
1185,383,2024-02-28,6:49:00,6,Pen,2,35.05,Stationery,306
1185,383,2024-02-28,6:49:00,6,Cake,2,129.85,Bakery,587
1185,383,2024-02-28,6:49:00,6,Cooking Oil,3,283.71,Grains & Staples,338
1185,383,2024-02-28,6:49:00,6,Floor Cleaner,3,254.22,Household,733
1185,383,2024-02-28,6:49:00,6,Soda,3,334.39,Beverages,612
1186,441,2024-04-20,22:22:00,22,Tomato,2,69.81,Fruits & Vegetables,905
1186,441,2024-04-20,22:22:00,22,Belt,3,57.4,Clothing Accessories,449
1186,441,2024-04-20,22:22:00,22,Energy Drink,2,206.13,Beverages,211
1186,441,2024-04-20,22:22:00,22,Pasta,2,492.16,Grains & Staples,187
1186,441,2024-04-20,22:22:00,22,Pastry,2,323.99,Bakery,689
1186,441,2024-04-20,22:22:00,22,Lentils,2,235.62,Grains & Staples,905
1187,260,2024-10-14,12:22:00,12,Detergent,1,129.09,Household,777
1187,260,2024-10-14,12:22:00,12,Shoes,2,83.88,Footwear,206
1187,260,2024-10-14,12:22:00,12,Charger,3,169.86,Electronics,305
1187,260,2024-10-14,12:22:00,12,Diapers,1,430.24,Baby Care,461
1187,260,2024-10-14,12:22:00,12,Tea,3,71.31,Beverages,351
1187,260,2024-10-14,12:22:00,12,Pastry,2,282.53,Bakery,328
1188,108,2024-04-13,22:29:00,22,Coffee,3,465.6,Beverages,314
1188,108,2024-04-13,22:29:00,22,Pasta,2,91.44,Grains & Staples,723
1188,108,2024-04-13,22:29:00,22,Tomato,2,322.27,Fruits & Vegetables,914
1189,459,2024-01-03,12:30:00,12,Juice,1,60.04,Beverages,530
1189,459,2024-01-03,12:30:00,12,Floor Cleaner,3,114.34,Household,174
1189,459,2024-01-03,12:30:00,12,Vitamins,1,390.26,Health & Wellness,836
1189,459,2024-01-03,12:30:00,12,Soda,3,115.65,Beverages,230
1189,459,2024-01-03,12:30:00,12,Fiction Book,2,495.57,Books,210
1189,459,2024-01-03,12:30:00,12,Pain Reliever,1,431.67,Health & Wellness,105
1190,82,2024-01-29,7:13:00,7,Vitamins,2,441.05,Health & Wellness,318
1190,82,2024-01-29,7:13:00,7,Popcorn,2,119.7,Snacks,543
1190,82,2024-01-29,7:13:00,7,Cheese,3,282.42,Dairy & Eggs,209
1190,82,2024-01-29,7:13:00,7,Apple,2,46.97,Fruits & Vegetables,584
1191,63,2024-11-13,17:15:00,17,Diapers,2,18.32,Baby Care,665
1191,63,2024-11-13,17:15:00,17,Lentils,1,124.12,Grains & Staples,306
1191,63,2024-11-13,17:15:00,17,Jeans,3,21.06,Clothing,337
1192,264,2024-05-28,15:09:00,15,Apple,3,311.54,Fruits & Vegetables,925
1192,264,2024-05-28,15:09:00,15,Carrot,3,421.58,Fruits & Vegetables,724
1192,264,2024-05-28,15:09:00,15,Diapers,1,255.18,Baby Care,421
1192,264,2024-05-28,15:09:00,15,Toilet Paper,2,72.5,Household,558
1192,264,2024-05-28,15:09:00,15,Electric Kettle,1,248.68,Electronics,814
1192,264,2024-05-28,15:09:00,15,Phone Cover,2,73.76,Electronics,313
1193,182,2024-08-20,16:56:00,16,Pastry,3,114.05,Bakery,762
1193,182,2024-08-20,16:56:00,16,Shirt,3,309.21,Clothing,549
1193,182,2024-08-20,16:56:00,16,Tissue,3,265.84,Household,821
1194,469,2024-10-11,6:34:00,6,Butter,3,74.11,Dairy & Eggs,165
1194,469,2024-10-11,6:34:00,6,Soap,1,343.13,Personal Care,846
1194,469,2024-10-11,6:34:00,6,Eggs,2,133.53,Dairy & Eggs,528
1195,459,2024-03-18,13:07:00,13,Baby Food,1,309.38,Baby Care,511
1195,459,2024-03-18,13:07:00,13,Potato,2,352.22,Fruits & Vegetables,740
1195,459,2024-03-18,13:07:00,13,Orange,3,261.67,Fruits & Vegetables,739
1196,5,2024-02-28,8:22:00,8,Fish,3,191.05,Meat & Seafood,283
1196,5,2024-02-28,8:22:00,8,Onion,3,333.94,Fruits & Vegetables,690
1196,5,2024-02-28,8:22:00,8,Milk,2,313.98,Dairy & Eggs,640
1196,5,2024-02-28,8:22:00,8,Rice,1,13.72,Grains & Staples,412
1196,5,2024-02-28,8:22:00,8,Earphones,3,475.1,Electronics,431
1196,5,2024-02-28,8:22:00,8,Mixer Grinder,1,25.07,Electronics,977
1197,32,2024-03-17,20:53:00,20,Cooking Oil,2,473.9,Grains & Staples,703
1197,32,2024-03-17,20:53:00,20,Toilet Paper,3,459.13,Household,740
1197,32,2024-03-17,20:53:00,20,Face Wash,2,241.5,Personal Care,189
1197,32,2024-03-17,20:53:00,20,Dress,2,291.75,Clothing,264
1197,32,2024-03-17,20:53:00,20,Salt,3,258.74,Grains & Staples,878
1197,32,2024-03-17,20:53:00,20,Spices,3,427.1,Grains & Staples,715
1197,32,2024-03-17,20:53:00,20,Cake,1,268.79,Bakery,419
1198,299,2024-12-16,10:47:00,10,Phone Cover,3,19.98,Electronics,772
1198,299,2024-12-16,10:47:00,10,Vitamins,3,352.58,Health & Wellness,405
1198,299,2024-12-16,10:47:00,10,Pasta,3,186.14,Grains & Staples,327
1198,299,2024-12-16,10:47:00,10,Eggs,3,388.63,Dairy & Eggs,137
1198,299,2024-12-16,10:47:00,10,Coffee,3,402.89,Beverages,941
1198,299,2024-12-16,10:47:00,10,Cheese,1,304.8,Dairy & Eggs,970
1199,55,2024-04-17,11:56:00,11,Cooking Oil,3,490.05,Grains & Staples,852
1199,55,2024-04-17,11:56:00,11,Eggs,1,52.44,Dairy & Eggs,961
1199,55,2024-04-17,11:56:00,11,Butter,2,395.64,Dairy & Eggs,585
1199,55,2024-04-17,11:56:00,11,Beef,1,21.95,Meat & Seafood,750
1199,55,2024-04-17,11:56:00,11,Bread,2,475.11,Bakery,161
1199,55,2024-04-17,11:56:00,11,Biscuits,1,232.26,Snacks,709
1199,55,2024-04-17,11:56:00,11,Potato,2,281.29,Fruits & Vegetables,988
1200,336,2024-07-02,22:23:00,22,Banana,2,61.91,Fruits & Vegetables,288
1200,336,2024-07-02,22:23:00,22,Pastry,2,475.68,Bakery,492
1200,336,2024-07-02,22:23:00,22,Cake,2,42.64,Bakery,691
1200,336,2024-07-02,22:23:00,22,Shirt,2,36.86,Clothing,479
1201,77,2024-10-03,13:29:00,13,Fiction Book,1,414.39,Books,115
1201,77,2024-10-03,13:29:00,13,Chicken Breast,2,31.58,Meat & Seafood,431
1201,77,2024-10-03,13:29:00,13,Wheat Flour,3,135.84,Grains & Staples,397
1201,77,2024-10-03,13:29:00,13,Charger,3,91.22,Electronics,134
1201,77,2024-10-03,13:29:00,13,Apple,3,57.34,Fruits & Vegetables,618
1201,77,2024-10-03,13:29:00,13,Pain Reliever,1,348.07,Health & Wellness,785
1201,77,2024-10-03,13:29:00,13,Detergent,2,378.76,Household,474
1202,344,2024-06-25,19:58:00,19,Educational Book,2,330.05,Books,367
1202,344,2024-06-25,19:58:00,19,Cheese,1,330.17,Dairy & Eggs,137
1202,344,2024-06-25,19:58:00,19,Croissant,2,277.55,Bakery,103
1202,344,2024-06-25,19:58:00,19,Educational Book,1,255.78,Books,580
1203,382,2024-08-10,22:24:00,22,Milk,2,370.08,Dairy & Eggs,156
1203,382,2024-08-10,22:24:00,22,Popcorn,3,192.55,Snacks,645
1203,382,2024-08-10,22:24:00,22,Tea,2,181.4,Beverages,154
1203,382,2024-08-10,22:24:00,22,Chocolate,3,93.28,Snacks,886
1203,382,2024-08-10,22:24:00,22,Vitamins,2,365.26,Health & Wellness,213
1203,382,2024-08-10,22:24:00,22,Soap,3,130.13,Personal Care,856
1204,59,2024-04-09,7:51:00,7,Cheese,3,321.76,Dairy & Eggs,369
1204,59,2024-04-09,7:51:00,7,Chips,1,39.6,Snacks,998
1204,59,2024-04-09,7:51:00,7,Belt,2,493.21,Clothing Accessories,582
1204,59,2024-04-09,7:51:00,7,Pain Reliever,1,115.45,Health & Wellness,399
1204,59,2024-04-09,7:51:00,7,Baby Food,1,13.89,Baby Care,212
1205,61,2024-06-05,20:54:00,20,Soda,3,455.0,Beverages,834
1205,61,2024-06-05,20:54:00,20,Tea,1,204.66,Beverages,992
1205,61,2024-06-05,20:54:00,20,Juice,3,376.04,Beverages,837
1205,61,2024-06-05,20:54:00,20,Rice,2,268.53,Grains & Staples,504
1205,61,2024-06-05,20:54:00,20,Belt,1,64.73,Clothing Accessories,977
1205,61,2024-06-05,20:54:00,20,Mixer Grinder,3,348.29,Electronics,615
1206,234,2024-09-21,13:00:00,13,Dishwashing Liquid,2,438.89,Household,884
1206,234,2024-09-21,13:00:00,13,Apple,1,229.54,Fruits & Vegetables,226
1206,234,2024-09-21,13:00:00,13,Tomato,3,262.75,Fruits & Vegetables,536
1206,234,2024-09-21,13:00:00,13,Beef,3,353.7,Meat & Seafood,822
1206,234,2024-09-21,13:00:00,13,Bread,1,133.15,Bakery,121
1207,395,2024-04-14,10:18:00,10,Croissant,1,484.33,Bakery,862
1207,395,2024-04-14,10:18:00,10,Banana,2,308.55,Fruits & Vegetables,238
1207,395,2024-04-14,10:18:00,10,Spinach,1,254.43,Fruits & Vegetables,920
1208,271,2024-03-20,22:16:00,22,Lentils,2,201.62,Grains & Staples,567
1208,271,2024-03-20,22:16:00,22,Shoes,2,189.34,Footwear,694
1208,271,2024-03-20,22:16:00,22,Pain Reliever,3,362.0,Health & Wellness,778
1208,271,2024-03-20,22:16:00,22,Diapers,1,198.31,Baby Care,516
1208,271,2024-03-20,22:16:00,22,Fiction Book,1,394.97,Books,231
1209,458,2024-07-05,14:58:00,14,Saree,3,314.3,Clothing,931
1209,458,2024-07-05,14:58:00,14,Bread,3,11.35,Bakery,508
1209,458,2024-07-05,14:58:00,14,Floor Cleaner,2,48.59,Household,545
1209,458,2024-07-05,14:58:00,14,Carrot,3,384.16,Fruits & Vegetables,120
1210,55,2024-09-18,20:20:00,20,Toilet Paper,1,419.41,Household,954
1210,55,2024-09-18,20:20:00,20,Cheese,1,479.17,Dairy & Eggs,996
1210,55,2024-09-18,20:20:00,20,Tea,2,263.74,Beverages,937
1210,55,2024-09-18,20:20:00,20,Spinach,3,323.43,Fruits & Vegetables,741
1211,263,2024-10-31,7:28:00,7,Bread,1,38.37,Bakery,616
1211,263,2024-10-31,7:28:00,7,Vitamins,1,398.67,Health & Wellness,148
1211,263,2024-10-31,7:28:00,7,Face Wash,3,414.12,Personal Care,821
1211,263,2024-10-31,7:28:00,7,Cheese,1,353.69,Dairy & Eggs,793
1211,263,2024-10-31,7:28:00,7,Pen,3,218.86,Stationery,973
1211,263,2024-10-31,7:28:00,7,Jeans,3,370.91,Clothing,582
1211,263,2024-10-31,7:28:00,7,Educational Book,2,440.61,Books,822
1212,173,2024-03-25,13:34:00,13,Jeans,1,269.38,Clothing,873
1212,173,2024-03-25,13:34:00,13,Chocolate,2,34.17,Snacks,475
1212,173,2024-03-25,13:34:00,13,Earphones,3,292.27,Electronics,538
1212,173,2024-03-25,13:34:00,13,Cooking Oil,1,424.98,Grains & Staples,549
1212,173,2024-03-25,13:34:00,13,Shoes,3,338.04,Footwear,181
1212,173,2024-03-25,13:34:00,13,Floor Cleaner,1,190.62,Household,827
1212,173,2024-03-25,13:34:00,13,Spinach,2,108.26,Fruits & Vegetables,379
1213,319,2024-01-07,18:57:00,18,Rice,2,391.03,Grains & Staples,948
1213,319,2024-01-07,18:57:00,18,Rice,1,125.16,Grains & Staples,630
1213,319,2024-01-07,18:57:00,18,Soap,3,205.18,Personal Care,267
1213,319,2024-01-07,18:57:00,18,Butter,1,179.24,Dairy & Eggs,987
1213,319,2024-01-07,18:57:00,18,Tissue,1,91.01,Household,345
1214,449,2024-01-31,19:51:00,19,Lentils,3,307.43,Grains & Staples,151
1214,449,2024-01-31,19:51:00,19,Croissant,2,336.4,Bakery,969
1214,449,2024-01-31,19:51:00,19,Fiction Book,2,122.18,Books,598
1214,449,2024-01-31,19:51:00,19,Spinach,2,231.43,Fruits & Vegetables,995
1215,391,2024-09-13,10:58:00,10,Tomato,3,87.16,Fruits & Vegetables,268
1215,391,2024-09-13,10:58:00,10,Face Wash,3,405.69,Personal Care,923
1215,391,2024-09-13,10:58:00,10,Belt,3,376.19,Clothing Accessories,720
1215,391,2024-09-13,10:58:00,10,Pasta,3,380.68,Grains & Staples,332
1216,98,2024-04-25,7:11:00,7,Carrot,1,212.54,Fruits & Vegetables,790
1216,98,2024-04-25,7:11:00,7,Cake,3,468.69,Bakery,660
1216,98,2024-04-25,7:11:00,7,Chicken Breast,2,156.9,Meat & Seafood,334
1216,98,2024-04-25,7:11:00,7,Beef,1,149.79,Meat & Seafood,174
1216,98,2024-04-25,7:11:00,7,Electric Kettle,1,124.41,Electronics,846
1216,98,2024-04-25,7:11:00,7,Carrot,1,38.91,Fruits & Vegetables,938
1217,459,2024-12-19,17:56:00,17,Charger,1,286.41,Electronics,636
1217,459,2024-12-19,17:56:00,17,Tissue,2,428.07,Household,478
1217,459,2024-12-19,17:56:00,17,Diapers,1,359.24,Baby Care,924
1217,459,2024-12-19,17:56:00,17,Educational Book,3,414.58,Books,448
1217,459,2024-12-19,17:56:00,17,Shoes,1,180.52,Footwear,118
1218,280,2024-11-16,10:33:00,10,Tea,1,400.67,Beverages,102
1218,280,2024-11-16,10:33:00,10,Tea,2,122.02,Beverages,552
1218,280,2024-11-16,10:33:00,10,Toilet Paper,1,378.68,Household,509
1218,280,2024-11-16,10:33:00,10,Biscuits,1,321.86,Snacks,956
1219,180,2024-11-07,7:53:00,7,Tea,2,204.09,Beverages,423
1219,180,2024-11-07,7:53:00,7,Orange,2,80.68,Fruits & Vegetables,675
1219,180,2024-11-07,7:53:00,7,Salt,3,354.9,Grains & Staples,297
1219,180,2024-11-07,7:53:00,7,Onion,3,342.86,Fruits & Vegetables,323
1219,180,2024-11-07,7:53:00,7,Cheese,2,259.93,Dairy & Eggs,965
1220,286,2024-06-30,7:59:00,7,Potato,1,256.91,Fruits & Vegetables,651
1220,286,2024-06-30,7:59:00,7,Chocolate,2,471.32,Snacks,544
1220,286,2024-06-30,7:59:00,7,Prawns,1,125.57,Meat & Seafood,646
1220,286,2024-06-30,7:59:00,7,Wheat Flour,1,477.79,Grains & Staples,222
1221,390,2024-10-18,21:00:00,21,Milk,1,16.08,Dairy & Eggs,294
1221,390,2024-10-18,21:00:00,21,Cookies,1,381.46,Bakery,866
1221,390,2024-10-18,21:00:00,21,Shirt,2,173.42,Clothing,403
1222,6,2024-11-04,6:50:00,6,Milk,3,409.99,Dairy & Eggs,440
1222,6,2024-11-04,6:50:00,6,Croissant,2,451.8,Bakery,793
1222,6,2024-11-04,6:50:00,6,Dress,2,195.7,Clothing,568
1223,23,2024-06-19,21:24:00,21,Spinach,2,321.49,Fruits & Vegetables,790
1223,23,2024-06-19,21:24:00,21,Energy Drink,2,105.97,Beverages,924
1223,23,2024-06-19,21:24:00,21,Apple,3,375.86,Fruits & Vegetables,937
1223,23,2024-06-19,21:24:00,21,Dress,1,102.3,Clothing,489
1223,23,2024-06-19,21:24:00,21,Rice,2,206.58,Grains & Staples,255
1223,23,2024-06-19,21:24:00,21,Beef,1,465.79,Meat & Seafood,283
1224,148,2024-04-09,16:39:00,16,Popcorn,3,131.27,Snacks,321
1224,148,2024-04-09,16:39:00,16,Fiction Book,3,326.72,Books,369
1224,148,2024-04-09,16:39:00,16,Belt,3,451.2,Clothing Accessories,835
1224,148,2024-04-09,16:39:00,16,Pain Reliever,2,433.27,Health & Wellness,654
1224,148,2024-04-09,16:39:00,16,Jeans,1,471.43,Clothing,899
1224,148,2024-04-09,16:39:00,16,Fish,2,121.28,Meat & Seafood,168
1225,36,2024-06-04,12:02:00,12,Detergent,3,18.03,Household,271
1225,36,2024-06-04,12:02:00,12,Wheat Flour,3,134.2,Grains & Staples,698
1225,36,2024-06-04,12:02:00,12,Chocolate,2,305.69,Snacks,352
1226,7,2024-10-17,20:03:00,20,Croissant,2,204.39,Bakery,895
1226,7,2024-10-17,20:03:00,20,Jeans,1,390.88,Clothing,548
1226,7,2024-10-17,20:03:00,20,Soap,3,234.27,Personal Care,430
1226,7,2024-10-17,20:03:00,20,Dishwashing Liquid,3,95.55,Household,882
1226,7,2024-10-17,20:03:00,20,Vitamins,1,323.32,Health & Wellness,575
1226,7,2024-10-17,20:03:00,20,Pastry,1,318.14,Bakery,933
1227,273,2024-09-16,10:23:00,10,Tea,1,44.76,Beverages,491
1227,273,2024-09-16,10:23:00,10,Onion,1,214.38,Fruits & Vegetables,832
1227,273,2024-09-16,10:23:00,10,Diapers,3,41.27,Baby Care,404
1228,300,2024-01-12,15:37:00,15,Biscuits,1,220.36,Snacks,942
1228,300,2024-01-12,15:37:00,15,Belt,1,46.46,Clothing Accessories,112
1228,300,2024-01-12,15:37:00,15,Tissue,3,439.84,Household,422
1228,300,2024-01-12,15:37:00,15,Notebook,2,124.45,Stationery,795
1228,300,2024-01-12,15:37:00,15,Pastry,2,245.62,Bakery,995
1228,300,2024-01-12,15:37:00,15,Chips,3,238.46,Snacks,106
1228,300,2024-01-12,15:37:00,15,Beef,3,151.38,Meat & Seafood,523
1229,304,2024-02-17,15:34:00,15,Jeans,2,286.4,Clothing,516
1229,304,2024-02-17,15:34:00,15,Butter,1,223.8,Dairy & Eggs,547
1229,304,2024-02-17,15:34:00,15,Spices,3,17.38,Grains & Staples,934
1229,304,2024-02-17,15:34:00,15,Notebook,3,495.51,Stationery,661
1229,304,2024-02-17,15:34:00,15,Fish,1,399.44,Meat & Seafood,549
1229,304,2024-02-17,15:34:00,15,Electric Kettle,1,431.74,Electronics,562
1230,308,2024-07-06,15:42:00,15,Wheat Flour,2,57.51,Grains & Staples,369
1230,308,2024-07-06,15:42:00,15,Mixer Grinder,2,411.06,Electronics,553
1230,308,2024-07-06,15:42:00,15,Pain Reliever,1,197.12,Health & Wellness,887
1230,308,2024-07-06,15:42:00,15,Mixer Grinder,2,361.61,Electronics,107
1230,308,2024-07-06,15:42:00,15,Face Wash,3,75.81,Personal Care,386
1230,308,2024-07-06,15:42:00,15,Face Wash,1,276.54,Personal Care,116
1231,182,2024-03-20,18:35:00,18,Shirt,2,490.3,Clothing,720
1231,182,2024-03-20,18:35:00,18,Notebook,2,86.63,Stationery,202
1231,182,2024-03-20,18:35:00,18,Phone Cover,3,274.91,Electronics,919
1231,182,2024-03-20,18:35:00,18,Beef,3,362.62,Meat & Seafood,212
1232,229,2024-08-16,12:49:00,12,Salt,3,153.74,Grains & Staples,118
1232,229,2024-08-16,12:49:00,12,Apple,2,318.85,Fruits & Vegetables,415
1232,229,2024-08-16,12:49:00,12,Belt,1,299.44,Clothing Accessories,621
1233,187,2024-03-17,12:23:00,12,Lentils,2,327.6,Grains & Staples,326
1233,187,2024-03-17,12:23:00,12,Pain Reliever,3,399.09,Health & Wellness,808
1233,187,2024-03-17,12:23:00,12,Pasta,3,275.55,Grains & Staples,676
1233,187,2024-03-17,12:23:00,12,Vitamins,2,175.25,Health & Wellness,839
1234,75,2024-03-11,9:00:00,9,Energy Drink,1,60.96,Beverages,685
1234,75,2024-03-11,9:00:00,9,Soda,2,468.38,Beverages,991
1234,75,2024-03-11,9:00:00,9,Pastry,2,495.25,Bakery,594
1234,75,2024-03-11,9:00:00,9,Vitamins,2,297.94,Health & Wellness,812
1235,499,2024-04-04,6:13:00,6,Toilet Paper,1,292.51,Household,378
1235,499,2024-04-04,6:13:00,6,Eggs,2,156.94,Dairy & Eggs,703
1235,499,2024-04-04,6:13:00,6,Carrot,1,196.46,Fruits & Vegetables,912
1235,499,2024-04-04,6:13:00,6,Eggs,1,324.92,Dairy & Eggs,906
1235,499,2024-04-04,6:13:00,6,Belt,2,471.15,Clothing Accessories,276
1235,499,2024-04-04,6:13:00,6,Soap,2,243.27,Personal Care,381
1235,499,2024-04-04,6:13:00,6,Earphones,1,99.41,Electronics,225
1236,247,2024-06-23,6:06:00,6,Vitamins,1,398.01,Health & Wellness,291
1236,247,2024-06-23,6:06:00,6,Charger,1,401.7,Electronics,587
